numerical,demographics,clinical_group,clinical_te,diagnosis_group,diagnosis_te,medication_group,medication,other
-0.25548252,0.07686727,0.02520758,-0.20122021,0.06236519,-0.0513245,0.022419825,0.014005635,0.069039
-0.48307404,-0.04946162,-0.068973064,0.16568406,0.15871367,0.28170553,-0.0566744,0.014079474,0.0862149
0.80281323,0.06255601,0.10941841,0.07052552,0.030636009,0.095864564,0.012330921,0.054023825,0.09267792
-0.19733652,-0.03095413,0.030423338,0.10521887,0.07946865,0.09192948,0.018875701,0.019823879,0.05918116
-0.35348335,-0.08098928,-0.06505492,-0.08137764,0.028451495,0.12118597,-0.05255342,0.004531286,0.029969832
-0.27876857,0.033154193,0.08560257,0.04338436,-0.030547861,0.23368727,-0.0018287739,0.022740858,0.048197016
-0.14222021,0.11561269,0.12023358,0.1607316,-0.021928426,-0.04711391,0.019828325,0.08742204,0.04747025
0.5738073,-0.10762797,0.114289016,0.20230225,0.05080812,-0.121633485,-0.033969015,0.02146886,0.07893027
0.2328435,-0.02193305,0.07648453,0.038214475,0.08652502,0.33227727,0.047555216,0.12291502,0.05175137
-0.3967824,0.06041972,-0.10457774,-0.091543436,0.005969554,-0.45837927,-0.07680641,-0.0020480058,0.082657695
-0.4054378,-0.10174596,-0.008685507,-0.025733838,0.050905548,0.05242434,0.016798532,0.022521038,0.056794412
-0.31360537,-0.05696785,-0.12119302,-0.41747618,0.057095416,-0.12677093,0.058198005,0.12329767,0.060040925
-0.5930393,-0.18951148,0.0064502712,-0.02796952,0.1000032,-0.43091893,-0.01637292,-0.020400882,0.06551772
-0.50335324,-0.057435043,0.015591041,-0.008591898,-0.14801134,0.016810022,0.033271283,0.010864252,0.08142643
-0.5327584,0.06485851,0.08375603,0.10052006,0.18084538,0.5491031,-0.050709475,0.0122121265,0.047872692
