threshold,precision,recall,f1_score,accuracy,score
0.6599999999999999,0.7606313020604998,0.18530385560183701,0.2980075575403641,0.5886053651416779,0.2980075575403641
0.6649999999999999,0.7635535307517084,0.1790024564776247,0.2900155736286555,0.5869948160450954,0.2900155736286555
0.6699999999999999,0.7679425837320574,0.17141941685357256,0.28027591024185805,0.5851326186521717,0.28027591024185805
0.6749999999999999,0.7738693467336684,0.16447719747944034,0.2712939311195279,0.5836227288741255,0.2712939311195279
0.6799999999999999,0.7783068783068783,0.15710776460536152,0.2614413934062028,0.5817102018219337,0.2614413934062028
0.6849999999999999,0.7856746252082176,0.15112677560610915,0.25349337155141527,0.5805526196587649,0.25349337155141527
0.69,0.7883720930232558,0.14482537648189683,0.24469908869439683,0.5786904222658412,0.24469908869439683
0.695,0.7956923076923077,0.1380967638577379,0.23534765198398253,0.5771302028285269,0.23534765198398253
0.7,0.7965116279069767,0.13168856135853893,0.22601044817156998,0.5749660274799939,0.22601044817156998
0.705,0.801765105227427,0.12613478585923316,0.21797711332595054,0.5735064673612159,0.21797711332595054
0.71,0.8022840827980015,0.12004699348499412,0.20884429580081754,0.5713926216719513,0.20884429580081754
0.715,0.8079519879969993,0.1150272348606216,0.20138369483919222,0.5700840505309779,0.20138369483919222
0.72,0.8104524180967239,0.11096870661112891,0.19520901831845938,0.5688258090492727,0.19520901831845938
0.725,0.8120915032679739,0.10616255473672968,0.1877774629262303,0.5672152599526901,0.1877774629262303
0.73,0.8159031979256698,0.1008223859873972,0.17946768060836502,0.5655543811968393,0.17946768060836502
0.735,0.8194192377495463,0.09644344761294457,0.1725752508361204,0.5641954803965977,0.1725752508361204
0.74,0.819672131147541,0.09078286873865214,0.16346153846153846,0.5621319643666013,0.16346153846153846
0.7449999999999999,0.8194726166328601,0.08629712698921285,0.15615035269108127,0.5604710856107504,0.15615035269108127
0.7499999999999999,0.827807486631016,0.08266581223966678,0.15032045057292678,0.559615481403191,0.15032045057292678
0.7549999999999999,0.832,0.0777528569902809,0.142215276421176,0.5580049323066083,0.142215276421176
0.7599999999999999,0.8333333333333334,0.07262629499092171,0.13360840947047845,0.5561427349136846,0.13360840947047845
0.7649999999999999,0.8350649350649351,0.06867457011641567,0.1269120694759696,0.5547335044541748,0.1269120694759696
0.7699999999999999,0.84593837535014,0.06450923849193635,0.11987694750421753,0.5536262519502743,0.11987694750421753
0.7749999999999999,0.8464977645305514,0.06066431699241696,0.11321506876619494,0.5521666918314962,0.11321506876619494
0.7799999999999999,0.8478605388272583,0.057139805617857524,0.10706423854312587,0.550858120690523,0.10706423854312587
0.7849999999999999,0.8453781512605042,0.05372209761828474,0.1010243020686885,0.5494488902310132,0.1010243020686885
0.7899999999999999,0.842756183745583,0.05094520986863185,0.09608218350287039,0.5482913080678444,0.09608218350287039
0.7949999999999999,0.8439849624060151,0.04795471536900566,0.09075290550783224,0.5471840555639438,0.09075290550783224
0.7999999999999999,0.8577319587628865,0.04443020399444622,0.08448415922014622,0.5462277920378479,0.08448415922014622
0.8049999999999999,0.8587196467991169,0.041546512869806686,0.07925835370823146,0.5451205395339473,0.07925835370823146
0.8099999999999999,0.875,0.03887642849514045,0.0744452397995705,0.5444662539634607,0.0744452397995705
0.815,0.8801020408163265,0.036847164370394106,0.07073295745771399,0.5437616387337058,0.07073295745771399
0.82,0.8818681318681318,0.034283883370714516,0.06600185051917344,0.5427550455483416,0.06600185051917344
0.825,0.8895522388059701,0.031827405746021574,0.06145597030315529,0.5418994413407822,0.06145597030315529
0.83,0.8860759493670886,0.02990494499626188,0.05785721665461308,0.5410438371332226,0.05785721665461308
0.835,0.8986486486486487,0.02840969774644879,0.055078165441557095,0.540641199859077,0.055078165441557095
0.84,0.8920863309352518,0.026487236996689097,0.05144694533762058,0.5397352659922492,0.05144694533762058
0.845,0.9027237354085603,0.0247783829969027,0.048232848232848236,0.539181639740299,0.048232848232848236
0.8499999999999999,0.9110169491525424,0.02296272562212966,0.0447963329513491,0.5385273541698122,0.0447963329513491
0.8549999999999999,0.9095022624434389,0.021467478372316565,0.0419449081803005,0.5378730685993256,0.0419449081803005
0.8599999999999999,0.9035532994923858,0.019011000747623626,0.037238493723849374,0.5367658160954251,0.037238493723849374
0.8649999999999999,0.8938547486033519,0.017088539997863934,0.03353594634248585,0.5358598822285973,0.03353594634248585
0.8699999999999999,0.8957055214723927,0.015593292748050838,0.030652949821541046,0.5352559263173788,0.030652949821541046
0.8749999999999999,0.8811188811188811,0.013457225248317847,0.026509572901325478,0.5342493331320147,0.026509572901325478
0.8799999999999999,0.888,0.011855174623518103,0.023397976391231028,0.5336453772207962,0.023397976391231028
0.8849999999999999,0.9065420560747663,0.01035992737370501,0.0204857444561774,0.5331420806281142,0.0204857444561774
0.8899999999999999,0.9130434782608695,0.008971483498878564,0.017768376520359598,0.5325884543761639,0.017768376520359598
